Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
2676, Fusionapps, 85%, $3.8 million, IT Services, 20, Secaucus, NJ
2676, PureSafety, 85%, $26.4 million, Software, 135, Franklin, TN
2677, Falcon Containers, 85%, $4.1 million, Logistics & Transportation, 15, Austin, TX
2678, Convergence Consulting Group, 85%, $2.3 million, IT Services, 15, Tampa, FL
2679, Cross Recruiting, 85%, $2.6 million, IT Services, 5, McKinney, TX
2680, Impex Group, 85%, $24 million, Manufacturing, 25, Houston, TX
2681, Heschong Mahone Group, 85%, $5 million, Energy, 32, Gold River, CA
2682, LetterLogic, 85%, $17.9 million, Business Products & Services, 36, Nashville, TN
2683, ComRent International, 84%, $24.3 million, Energy, 67, Owings, MD
2684, Practice Management Center, 84%, $6.8 million, Health, 150, North Tonawanda, NY
2685, Busey Group, 84%, $24.1 million, Government Services, 250, Oklahoma City, OK
2686, Credit Collections Bureau, 84%, $21.7 million, Financial Services, 75, Bismarck, ND
2687, Trexin Consulting, 84%, $5.3 million, IT Services, 25, Minneapolis, MN
2688, Altum, 84%, $12.1 million, Software, 65, Reston, VA
2689, North Shore Pediatric Therapy, 84%, $3.6 million, Government Services, 45, Glenview, IL
2690, KaTom Restaurant Supply, 84%, $21.6 million, Retail, 48, Russellville, TN
2691, WCS Lending, 84%, $32.1 million, Financial Services, 229, Boca Raton, FL
2692, Bar Harbor Foods, 84%, $4.6 million, Food & Beverage, 21, Whiting, ME
2693, Superb Industries, 84%, $8 million, Manufacturing, 47, Sugarcreek, OH
2694, Ceteris, 84%, $11.9 million, Business Products & Services, 57, Chicago, IL
2695, BrakeQuip, 84%, $4.2 million, Consumer Products & Services, 10, Knoxville, TN
2696, Wingstop, 84%, $37.7 million, Food & Beverage, 340, Richardson, TX
2697, HSP Direct, 84%, $9.9 million, Business Products & Services, 44, Herndon, VA
2698, EdgeLink, 84%, $8.9 million, Human Resources, 16, Portland, OR
2699, TekPartners/MedPartners, 84%, $41.5 million, IT Services, 815, Coral Springs, FL
2700, ONLC Training Centers, 84%, $100.6 million, Education, 631, Wilmington, DE
2701, Legend Larry's, 84%, $2 million, Food & Beverage, 40, Sheboygan, WI
2702, Access Technology Solutions, 83%, $21.1 million, Logistics & Transportation, 53, Provo, UT
2703, CandyWarehouse.com, 83%, $10.7 million, Retail, 28, El Segundo, CA
2704, Marketing Evolution, 83%, $12.7 million, Advertising & Marketing, 55, El Dorado Hills, CA
2705, M & E Painting, 83%, $2.1 million, Consumer Products & Services, 14, Loveland, CO
2706, Creative Information Technology, 83%, $66.9 million, IT Services, 237, Falls Church, VA
2707, Sky Zone Indoor Trampoline Park, 83%, $4.3 million, Consumer Products & Services, 120, Los Angeles, CA
2708, Labor Relations Institute, 83%, $5.3 million, Human Resources, 14, Broken Arrow, OK
2709, Accutrust Mortgage, 83%, $6.7 million, Financial Services, 122, Fall River, MA
2710, Servi-Tek, 83%, $6.6 million, Business Products & Services, 235, San Diego, CA
2711, DataDirect Networks, 83%, $186.6 million, Computer Hardware, 313, Chatsworth, CA
2712, Fig Leaf Software, 83%, $11.4 million, Software, 29, Washington, DC
2713, Emergent Medical Associates, 83%, $67.9 million, Health, 223, Manhattan Beach, CA
2714, 4Corners Homes, 83%, $20.8 million, Construction, 24, Edmond, OK
2715, Preferred Solutions, 83%, $10.7 million, IT Services, 50, Northville, MI
2716, Costume Craze, 83%, $13.2 million, Retail, 22, Pleasant Grove, UT
2717, Leon Speakers, 83%, $3.4 million, Consumer Products & Services, 25, Ann Arbor, MI
2718, TruPay, 83%, $3.1 million, Human Resources, 39, Mishawaka, IN
2719, Hycomp, 83%, $2.9 million, Manufacturing, 35, Hyde Park, UT
2720, TalentBurst, 83%, $21.6 million, Human Resources, 236, Framingham, MA
2721, Popcorn Palace, 83%, $4.6 million, Food & Beverage, 28, Schiller Park, IL
2722, Intelligent Logistics, 83%, $9.2 million, Logistics & Transportation, 15, Austin, TX
2723, Network9, 82%, $3.4 million, Telecommunications, 22, Dublin, OH
2724, ReadyTalk, 82%, $21.7 million, Telecommunications, 119, Denver, CO
2725, New Horizon Security Services, 82%, $4.3 million, Security, 154, Manassas, VA
2726, Source Logistics, 82%, $12.4 million, Logistics & Transportation, 73, MONTEBELLO, CA
2727, TMone, 82%, $9.2 million, Business Products & Services, 400, Iowa City, IA
2728, MindLeaf Technologies, 82%, $10.8 million, Health, 170, Bedford, MA
2729, Digital Insurance, 82%, $24.9 million, Insurance, 189, Atlanta, GA
2730, AIReS, 82%, $150.3 million, Logistics & Transportation, 232, Pittsburgh, PA
2731, Hyland Software, 82%, $168.4 million, Software, 1089, Westlake, OH
2732, Pinnacle Services, 82%, $14.2 million, Health, 600, Minneapolis, MN
2733, White House Custom Colour, 82%, $60.2 million, Manufacturing, 225, Eagan, MN
2734, RPI, 82%, $26 million, Business Products & Services, 105, Seattle, WA
2735, Audacious Inquiry, 82%, $2.6 million, Government Services, 14, Baltimore, MD
2736, Rosetta, 82%, $218.4 million, Advertising & Marketing, 1047, Hamilton, NJ
2737, Environmental Standards, 82%, $14.9 million, Environmental Services, 88, Valley Forge, PA
2738, Valor IT, 82%, $2.9 million, IT Services, 31, Scottsdale, AZ
2739, Complete Book & Media Supply, 82%, $10 million, Business Products & Services, 22, Cedar Park, TX
2740, Rabbit Air, 82%, $5.6 million, Consumer Products & Services, 18, Downey, CA
2741, BirdDog Solutions, 82%, $31.7 million, Logistics & Transportation, 260, Andover, MA
2742, WealthEngine, 82%, $12 million, Business Products & Services, 82, Bethesda, MD
2743, Total Quality Logistics, 82%, $762.1 million, Logistics & Transportation, 1066, Milford, OH
2744, Originate Labs, 82%, $3 million, Financial Services, 30, San Mateo, CA
2745, UDig, 82%, $12 million, IT Services, 95, Richmond, VA
2746, enVista, 81%, $13.4 million, Logistics & Transportation, 109, Carmel, IN
2747, Conservice, 81%, $20.9 million, Real Estate, 273, Logan, UT
2748, DKI Services, 81%, $7.5 million, Environmental Services, 45, Wood Dale, IL
2749, BL Technology, 81%, $8.2 million, Security, 38, Tomball, TX
2750, Nexius, 81%, $38.4 million, Telecommunications, 255, Allen, TX
2751, NESI, 81%, $31.2 million, Education, 1088, Salem, MA
2752, Pongo Resume, 81%, $6.1 million, Consumer Products & Services, 26, Northborough, MA
2753, Portage, 81%, $245.3 million, Government Services, 365, Idaho Falls, ID
2754, Achieve IT Solutions, 81%, $4.4 million, IT Services, 23, Port Jefferson, NY
2755, Regenesis Biomedical, 81%, $11.4 million, Health, 58, Scottsdale, AZ
2756, e-BI International, 81%, $20.1 million, Business Products & Services, 125, Beaverton, OR
2757, Sanity Solutions, 81%, $7.4 million, IT Services, 10, Denver, CO
2758, Sightlines, 81%, $7.3 million, Business Products & Services, 61, Guilford, CT
2759, Universal Services of America, 81%, $298.4 million, Security, 10044, Santa Ana, CA
2760, Integrity Application, 81%, $107.8 million, Government Services, 426, Chantilly, VA
2761, Proto Labs, 81%, $64.9 million, Manufacturing, 341, Maple Plain, MN
2762, Command Decisions Systems & Solutions, 81%, $11.4 million, Government Services, 56, Stafford, VA
2763, Robinson Radio, 81%, $8.9 million, Advertising & Marketing, 10, Glen Allen, VA
2764, Senior Helpers, 81%, $6.1 million, Health, 8540, Towson, MD
2765, Transzap, 81%, $10.2 million, Software, 60, Denver, CO
2766, Picture Marketing, 80%, $3.8 million, Advertising & Marketing, 17, Novato, CA
2767, TengoInternet, 80%, $4.2 million, Telecommunications, 19, Austin, TX
2768, EscapeWire Solutions, 80%, $2.5 million, IT Services, 15, Buffalo, NY
2769, Open Systems Technologies, 80%, $54.9 million, IT Services, 65, Grand Rapids, MI
2770, Fulcrum IT Services, 80%, $22.7 million, IT Services, 149, Centreville, VA
2771, Barrister Global Services Network, 80%, $26.2 million, IT Services, 210, Hammond, LA
2772, Acadia Technology Group, 80%, $7.7 million, Telecommunications, 14, Montclair, NJ
2773, Exploring.com, 80%, $11 million, Business Products & Services, 50, Atlanta, GA
2774, Convergence Technology Consulting, 80%, $21.4 million, IT Services, 49, GLEN BURNIE, MD
2775, Professional Capital Services, 80%, $5 million, Financial Services, 35, Philadelphia, PA
2776, Myriad Supply, 80%, $15.3 million, Computer Hardware, 40, New York, NY
2777, Woodward Design+Build, 80%, $279.3 million, Construction, 292, New Orleans, LA
2778, T.B. Penick & Sons, 79%, $185 million, Construction, 450, SAN DIEGO, CA
2779, CityParking, 79%, $3.9 million, Real Estate, 10, Richmond, VA
2780, Intelect, 79%, $13.3 million, Construction, 80, Baltimore, MD
2781, Biocare Medical, 79%, $26.9 million, Health, 122, Concord, CA
2782, GreatMats.com, 79%, $9 million, Construction, 13, Milltown, WI
2783, KegWorks.com, 79%, $6.5 million, Retail, 30, Buffalo, NY
2784, VIPdesk, 79%, $22.4 million, Business Products & Services, 800, Alexandria, VA
2785, HealthCentral, 79%, $19.3 million, Health, 82, Arlington, VA
2786, Restor Telecom, 79%, $19.5 million, Telecommunications, 115, Leesburg, FL
2787, Capital Gold Group, 79%, $44.3 million, Financial Services, 47, Woodland Hills, CA
2788, eScreen, 79%, $86.6 million, Software, 345, Overland Park, KS
2789, CoSentry, 79%, $21 million, IT Services, 125, Omaha, NE
2790, Arkel International, 79%, $49.2 million, Construction, 300, Baton Rouge, LA
2791, TRUSTe, 79%, $9.8 million, Security, 60, San Francisco, CA
2792, Walden Security, 79%, $93.7 million, Security, 2549, Chattanooga, TN
2793, Wimmer Solutions, 79%, $30.8 million, IT Services, 241, Seattle, WA
2794, Buchanan & Edwards, 79%, $19.9 million, IT Services, 81, Arlington, VA
2795, Endsight, 79%, $7.2 million, IT Services, 37, Berkeley, CA
2796, SmartCEO, 79%, $3.6 million, Media, 27, Baltimore, MD
2797, Innovim, 78%, $4.5 million, Government Services, 34, Greenbelt, MD
2798, Access Display Group, 78%, $3.1 million, Manufacturing, 17, Freeport, NY
2799, IPG, 78%, $19.6 million, Health, 80, Alpharetta, GA
2800, Pyramid Consulting, 78%, $94.6 million, IT Services, 1731, Alpharetta, GA
2801, Focus Financial Partners, 78%, $154.5 million, Financial Services, 654, New York, NY
2802, Kurgo, 78%, $3.7 million, Consumer Products & Services, 10, Salisbury, MA
2803, Ticket Alternative, 78%, $7 million, Consumer Products & Services, 15, Atlanta, GA
2804, Geonetric, 78%, $5.5 million, Health, 48, Cedar Rapids, IA
2805, NIKA Technologies, 78%, $7.9 million, Engineering, 49, North Bethesda, MD
2806, Uckele Health, 78%, $13.2 million, Health, 59, Blissfield, MI
2807, Via Trading, 78%, $25.4 million, Business Products & Services, 59, Lynwood, CA
2808, Cash Cycle Solutions, 78%, $21.3 million, Business Products & Services, 150, Charlotte, NC
2809, CustomWeather, 78%, $2.5 million, Business Products & Services, 20, San Francisco, CA
2810, Robanda International, 78%, $11.8 million, Consumer Products & Services, 30, San Diego, CA
2811, Fabrique, 78%, $26.4 million, Consumer Products & Services, 14, Branford, CT
2812, Plant Fantasies, 78%, $3.9 million, Business Products & Services, 35, New York, NY
2813, Cenergy International Services, 78%, $99.2 million, Energy, 167, Houston, TX
2814, Eleven, 77%, $21.8 million, Advertising & Marketing, 116, San Francisco, CA
2815, Accelera Solutions, 77%, $23.1 million, IT Services, 54, Fairfax, VA
2816, 919 Marketing, 77%, $2.2 million, Advertising & Marketing, 9, Holly Springs, NC
2817, Information Transport Solutions, 77%, $52.2 million, Telecommunications, 125, Wetumpka, AL
2818, Prefinished Staining Products, 77%, $2.5 million, Manufacturing, 9, Green Bay, WI
2819, Schermer, 77%, $3.8 million, Advertising & Marketing, 14, Minneapolis, MN
2820, HICAPS, 77%, $9 million, Construction, 39, Greensboro, NC
2821, Lighten the Load, 77%, $6.3 million, Logistics & Transportation, 17, Itasca, IL
2822, Ductz, 77%, $14.9 million, Consumer Products & Services, 27, Ann Arbor, MI
2823, Cortech Solutions, 77%, $3.6 million, Health, 10, Wilmington, NC
2824, ADEX Manufacturing Technologies, 77%, $5.7 million, Manufacturing, 42, Greenville, SC
2825, Bullhorn, 77%, $23.9 million, Software, 150, Boston, MA
2826, Classic Air's One Hour Heating & Air Conditioning, 77%, $7.9 million, Construction, 36, Virginia Beach, VA
2827, Greenland (America), 77%, $78.1 million, Manufacturing, 12, Roswell, GA
2828, Concerro, 77%, $16.6 million, Health, 59, San Diego, CA
2829, NES Financial, 77%, $11 million, Financial Services, 43, San Jose, CA
2830, OMG National, 76%, $4 million, Advertising & Marketing, 53, Plantation, FL
2831, Novus Biologicals, 76%, $13.5 million, Health, 48, Littleton, CO
2832, Encompass Home Health, 76%, $206.2 million, Health, 2600, Dallas, TX
2833, Laser Spine Institute, 76%, $114.5 million, Health, 380, Tampa, FL
2834, ICON Information Consultants, 76%, $125.7 million, Human Resources, 626, Houston, TX
2835, Enjoy Life Foods, 76%, $14.4 million, Food & Beverage, 50, Schiller Park, IL
2836, S.A. Technology, 76%, $28.8 million, Government Services, 129, Loveland, CO
2837, ArcaMax Publishing, 76%, $5.4 million, Media, 20, Newport News, VA
2838, Phillips Painting, 76%, $5.8 million, Consumer Products & Services, 90, Plano, TX
2839, Staffmark Holdings, 76%, $1 billion, Human Resources, 1060, Cincinnati, OH
2840, Linx, 76%, $29.4 million, Telecommunications, 158, Denver, CO
2841, Carousel Industries, 76%, $227 million, Telecommunications, 822, Exeter, RI
2842, IFG Mortgage Corp, 76%, $9.5 million, Financial Services, 86, Newtown, PA
2843, BAI, 76%, $24.9 million, Government Services, 203, Alexandria, VA
2844, DornerWorks, 76%, $5.9 million, Engineering, 40, Grand Rapids, MI
2845, AT HOME PERSONAL CARE, 76%, $2.4 million, Health, 105, Salt Lake City, UT
2846, Custom Design & Construction, 76%, $3.4 million, Construction, 9, El Segundo, CA
2847, NeboWeb, 76%, $2.1 million, Advertising & Marketing, 25, Atlanta, GA
2848, Lexington Wealth Management, 76%, $3.3 million, Financial Services, 12, Lexington, MA
2849, Action Target, 76%, $58.8 million, Manufacturing, 170, Provo, UT
2850, P & C Construction, 76%, $29.2 million, Construction, 63, Chattanooga, TN
2851, Forums Event Design & Production, 76%, $3.8 million, Advertising & Marketing, 17, Miami, FL
2852, PLS Financial Services, 76%, $265.9 million, Financial Services, 3130, Chicago, IL
2853, Journey Mexico, 76%, $3.2 million, Travel, 14, Laredo, TX
2854, Meridian Technologies, 76%, $29.2 million, IT Services, 79, Jacksonville, FL
2855, Critical Path Services, 75%, $4.7 million, Business Products & Services, 54, Garnet Valley, PA
2856, Solstice Consulting, 75%, $9.2 million, IT Services, 14, Chicago, IL
2857, Tripwire, 75%, $86.2 million, Security, 358, Portland, OR
2858, HealthPort Technologies, 75%, $263 million, Software, 3900, Alpharetta, GA
2859, Summa Technologies, 75%, $13.2 million, IT Services, 81, Pittsburgh, PA
2860, TreadmillDoctor.com, 75%, $4.6 million, Retail, 37, Memphis, TN
2861, Datacert, 75%, $37.4 million, Software, 195, Houston, TX
2862, The Allied Power Group, 75%, $35 million, Energy, 125, Houston, TX
2863, SNL Financial, 75%, $116.7 million, Business Products & Services, 1600, Charlottesville, VA
2864, Plan B Technologies, 75%, $30.8 million, IT Services, 44, Bowie, MD
2865, Actron Engineering, 75%, $5.4 million, Manufacturing, 55, Clearwater, FL
2866, Fuellgraf Electric, 75%, $21.4 million, Construction, 68, Butler, PA
2867, Tandem Select, 75%, $5.2 million, Human Resources, 48, Fort Collins, CO
2868, EO Products, 75%, $9.4 million, Consumer Products & Services, 34, Corte Madera, CA
2869, ASI System Integration, 75%, $175 million, IT Services, 625, New York, NY
2870, ACA Talent, 75%, $4.9 million, Human Resources, 58, Fort Lauderdale, FL
2871, Healthcare Strategy Group, 75%, $3.4 million, Health, 15, Louisville, KY
2872, Zobmondo!! Entertainment, 75%, $5.6 million, Consumer Products & Services, 1, Los Angeles, CA
2873, Pacira Pharmaceuticals, 75%, $14.6 million, Health, 83, Parsippany, NJ
2874, BankServ, 75%, $45 million, Financial Services, 168, Las vegas, NV
2875, Adventure Kids Playcare, 75%, $3.4 million, Consumer Products & Services, 150, Lewisville, TX
2876, Corporate Essentials, 74%, $8.8 million, Business Products & Services, 32, Fairfield, NJ
2877, Accelerated Financial Solutions, 74%, $4.3 million, Financial Services, 64, Chesapeake, VA
2878, Restoration Cleaners, 74%, $6.1 million, Environmental Services, 75, Houston, TX
2879, My1Stop.com, 74%, $3.2 million, Business Products & Services, 13, Fort Scott, KS
2880, Midnight Oil Creative, 74%, $14.9 million, Advertising & Marketing, 48, Burbank, CA
2881, Outsell, 74%, $8.3 million, Software, 50, Minneapolis, MN
2882, The Phia Group, 74%, $4.9 million, Insurance, 78, Braintree, MA
2883, Greene Resources, 74%, $39.6 million, Human Resources, 42, Raleigh, NC
2884, Element Payment Services, 74%, $24.3 million, Financial Services, 75, Phoenix, AZ
2885, Lyon Roofing, 74%, $13.8 million, Manufacturing, 54, Piney Flats, TN
2886, The Mixx, 74%, $5.8 million, Advertising & Marketing, 15, New York, NY
2887, Johnny Cupcakes, 74%, $4 million, Retail, 30, Weymouth, MA
2888, Internetwork Expert, 74%, $4.6 million, Education, 20, Reno, NV
2889, Projekt202, 74%, $4.3 million, Software, 34, Dallas, TX
2890, CentraComm, 74%, $7.7 million, IT Services, 22, Findlay, OH
2891, Eastern Land Management, 74%, $6.4 million, Construction, 19, Stamford, CT
2892, digiBlitz Technologies, 74%, $2.1 million, IT Services, 24, Martinsburg, WV
2893, Cell Marque, 74%, $18 million, Health, 60, Rocklin, CA
2894, Wesley Berry Flowers, 74%, $11.7 million, Retail, 85, Commerce Twp., MI
2895, Nutiva, 74%, $12 million, Food & Beverage, 15, Oxnard, CA
2896, ECS Refining, 74%, $98.1 million, Environmental Services, 75, Santa Clara, CA
2897, Acxius Strategic Consulting, 73%, $7.3 million, IT Services, 40, Morganville, NJ
2898, Atlantic International Distributors, 73%, $6.9 million, Retail, 18, Jacksonville, FL
2899, Security Industry Specialists, 73%, $45 million, Security, 1000, Culver City, CA
2900, Infinity Technology Solutions, 73%, $4.6 million, IT Services, 47, Tampa, FL
2901, Curas, 73%, $2.3 million, Health, 18, Dardenne Prairie, MO
2902, Edgewebhosting, 73%, $5.4 million, IT Services, 30, Baltimore, MD
2903, Ohio Power Tool, 73%, $3.8 million, Consumer Products & Services, 11, Columbus, OH
2904, Aspire Design, 73%, $53.9 million, Construction, 179, Phoenix, AZ
2905, DLA Piper, 73%, $2 billion, Business Products & Services, 3348, Baltimore, MD
2906, Rapid Learning Deployment, 73%, $2.9 million, Business Products & Services, 24, Roswell, GA
2907, The Rainmaker Group, 73%, $11.9 million, Software, 40, Alpharetta, GA
2908, Keystrokes Transcription Service, 73%, $14 million, Health, 562, Yorkville, IL
2909, PennFleet Corp., 73%, $2 million, Business Products & Services, 18, Conshohocken, PA
2910, e-MDs, 73%, $26.8 million, Health, 282, Austin, TX
2911, Anytime Fitness, 73%, $33.7 million, Health, 110, Hastings, MN
2912, The Brace Shop, 73%, $3.9 million, Health, 10, Boca Raton, FL
2913, PharmaStrat, 73%, $4.9 million, Health, 15, Flemington, NJ
2914, Exxel Outdoors, 73%, $39.4 million, Manufacturing, 73, Haleyville, AL
2915, Enviro Clean Products & Services, 72%, $5.4 million, Environmental Services, 50, Oklahoma City, OK
2916, Proforma Printing & Promotion, 72%, $2.1 million, Advertising & Marketing, 7, Boston, MA
2917, Sundance Vacations, 72%, $60.7 million, Travel, 400, Wilkes-Barre, PA
2918, PrintRunner, 72%, $12.8 million, Business Products & Services, 68, Chatsworth, CA
2919, Intelius, 72%, $152.5 million, Business Products & Services, 331, Bellevue, WA
2920, Atlas Oil, 72%, $1.6 billion, Energy, 410, Taylor, MI
2921, Coker Group, 72%, $11.4 million, Health, 53, Alpharetta, GA
2922, Optima Global Solutions, 72%, $4.3 million, IT Services, 35, Hamilton, NJ
2923, iLuMinA Solutions, 72%, $16.6 million, IT Services, 50, Alexandria, VA
2924, Best Drivers, 72%, $18.6 million, Logistics & Transportation, 450, Alcoa, TN
2925, Gorilla Logic, 72%, $5.3 million, Software, 23, Boulder, CO
2926, GTM Sportswear, 72%, $58.5 million, Consumer Products & Services, 707, Manhattan, KS
2927, Virtual, 72%, $12.6 million, Business Products & Services, 78, Wakefield, MA
2928, Tundra Restaurant Supply, 72%, $33.9 million, Business Products & Services, 80, Boulder, CO
2929, Virtue Group, 72%, $14.9 million, IT Services, 130, Alpharetta, GA
2930, Curry's Auto Service, 72%, $13 million, Consumer Products & Services, 82, Gainesville, VA
2931, Smarter Security Systems, 72%, $9.6 million, Security, 15, Austin, TX
2932, FreightCenter.com, 72%, $19 million, Logistics & Transportation, 130, Trinity, FL
2933, GlobalEnglish, 72%, $37.3 million, Business Products & Services, 218, Brisbane, CA
2934, 90octane, 72%, $3.1 million, Advertising & Marketing, 35, Denver, CO
2935, All American Swim Supply, 72%, $2.7 million, Retail, 13, Florence, AL
2936, Pyramyd Air, 72%, $20.3 million, Retail, 52, Warrensville Heights, OH
2937, Altus Learning Systems, 72%, $8.4 million, Software, 47, Campbell, CA
2938, Beehive PR, 72%, $2.9 million, Advertising & Marketing, 15, Saint Paul, MN
2939, Norlux, 71%, $8 million, Manufacturing, 49, Carol Stream, IL
2940, AMP, 71%, $11.8 million, IT Services, 41, Tampa, FL
2941, MedVantx, 71%, $59.4 million, Health, 87, San Diego, CA
2942, A Squared Group, 71%, $3.4 million, Advertising & Marketing, 15, West Hollywood, CA
2943, DISYS, 71%, $200.9 million, IT Services, 2350, McLean, VA
2944, Dennison Lubricants, 71%, $57.9 million, Manufacturing, 93, Lakeville, MA
2945, Aerodyn Engineering, 71%, $8.4 million, Engineering, 44, Indianapolis, IN
2946, Near Infinity, 71%, $10.7 million, IT Services, 62, Reston, VA
2947, WingSwept, 71%, $2 million, IT Services, 25, Garner, NC
2948, Quantum Health, 71%, $13 million, Health, 113, Columbus, OH
2949, Kids II, 71%, $178 million, Consumer Products & Services, 340, Atlanta, GA
2950, Apto Solutions, 71%, $18.7 million, Computer Hardware, 77, Atlanta, GA
2951, PlanetOne Communications, 71%, $8.2 million, Telecommunications, 17, Scottsdale, AZ
2952, M33 Integrated Solutions, 71%, $17.8 million, Logistics & Transportation, 54, Greenville, SC
2953, Air Innovations, 71%, $7.9 million, Manufacturing, 40, North Syracuse, NY
2955, Skyline DFW Exhibits, 71%, $6 million, Business Products & Services, 23, Grand Prairie, TX
2956, LSS Life Safety Services, 71%, $3.7 million, Business Products & Services, 50, Louisville, KY
2957, Dayspring Restoration, 71%, $4.6 million, Construction, 47, Missoula, MT
2958, Centric Consulting, 71%, $60 million, IT Services, 450, Kettering, OH
2959, One Source Talent, 70%, $6.9 million, Advertising & Marketing, 96, Troy, MI
2960, Peregrine Semiconductor, 70%, $91.1 million, Computer Hardware, 230, San Diego, CA
2961, Akraya, 70%, $31.4 million, IT Services, 250, Sunnyvale, CA
2962, Kelton, 70%, $10.2 million, Advertising & Marketing, 30, Culver City, CA
2963, Predictive Service, 70%, $6.6 million, Business Products & Services, 56, Cleveland, OH
2964, Excella Consulting, 70%, $15.7 million, IT Services, 90, Arlington, VA
2965, Gorilla Commerce, 70%, $3 million, Software, 44, Chicago, IL
2966, Rockett Interactive, 70%, $7.5 million, Advertising & Marketing, 12, Cary, NC
2967, Tofurky, 70%, $18.2 million, Food & Beverage, 77, Hood River, OR
2968, Triage Staffing, 70%, $17 million, Health, 165, Omaha, NE
2969, Verengo Solar, 70%, $27.3 million, Energy, 172, Torrance, CA
2970, Relay Express, 70%, $15.2 million, Logistics & Transportation, 43, Cincinnati, OH
2971, Chex Finer Foods, 70%, $24.5 million, Food & Beverage, 45, Mansfield, MA
2972, P&L Technology, 70%, $2.6 million, IT Services, 23, Omaha, NE
2973, Transducers Direct, 70%, $3.5 million, Manufacturing, 15, Cincinnati, OH
2974, Paramore | The Digital Agency, 70%, $4.4 million, Advertising & Marketing, 22, Nashville, TN
2975, Brandt Consolidated, 70%, $292.6 million, Retail, 284, Springfield, IL
2976, Nett Solutions, 70%, $13 million, Advertising & Marketing, 34, Aliso Viejo, CA
2977, Pensar Development, 70%, $3.5 million, Engineering, 23, Seattle, WA
2978, MobileDemand, 70%, $8 million, Computer Hardware, 14, Hiawatha, IA
2979, Elite Recruiting Group, 70%, $4.5 million, Government Services, 200, cumming, GA
2980, Orsini Healthcare, 70%, $26.9 million, Health, 117, Elk Grove Village, IL
2981, Definiti Healthcare Management, 70%, $4.2 million, Health, 29, Lake Forest, CA
2982, Pro-Vision, 69%, $2.9 million, Manufacturing, 13, Byron Center, MI
2983, Precision Development, 69%, $2.9 million, Software, 19, Hermosa Beach, CA
2984, Dairy.com, 69%, $7.7 million, Software, 52, Frisco, TX
2985, Xantrion, 69%, $5.9 million, IT Services, 33, Oakland, CA
2986, e-STAFF Consulting Group, 69%, $5.2 million, IT Services, 56, Pittsburgh, PA
2987, MicroSystems Automation Group, 69%, $6.2 million, IT Services, 25, Falls Church, VA
2988, Tristar Products, 69%, $206.2 million, Advertising & Marketing, 150, Fairfield, NJ
2989, Porter's Office Products, 69%, $6.7 million, Business Products & Services, 21, Rexburg, ID
2990, Korvis, 69%, $41.2 million, Manufacturing, 92, Corvallis, OR
2991, SwipeClock, 69%, $4.4 million, Business Products & Services, 24, South Jordan, UT
2992, Nfinity Athletic Corporation, 69%, $8.2 million, Consumer Products & Services, 16, Atlanta, GA
2993, West Physics Consulting, 69%, $3.7 million, Health, 18, Atlanta, GA
2994, Networking for Future, 69%, $15.8 million, IT Services, 52, Washington, DC
2995, JGear, 69%, $4.9 million, Retail, 15, Fond du Lac, WI
2996, Corbin, 69%, $9.9 million, Government Services, 120, Alexandria, VA
2997, K2Share, 69%, $9 million, IT Services, 65, College Station, TX
2998, Batteries Plus, 69%, $136.8 million, Retail, 330, Hartland, WI
2999, MMO Behavioral Health Systems, 69%, $34.3 million, Health, 507, Baton Rouge, LA
3000, Office Xpress, 68%, $4.6 million, Business Products & Services, 18, CANOGA PARK, CA
3001, BPA International, 68%, $4.9 million, Business Products & Services, 90, Carle Place, NY
3002, Building I, 68%, $6.4 million, IT Services, 52, Bellevue, WA
3003, Fort Point Insurance Services, 68%, $2.4 million, Insurance, 16, San Francisco, CA
3004, Bradsby Group, 68%, $13.5 million, Human Resources, 60, Denver, CO
3005, PC AGE, 68%, $2.4 million, Education, 15, Edison, NJ
3006, Contemporary Staffing Solutions, 68%, $47 million, Human Resources, 3848, Mt. Laurel, NJ
3007, CUBE 3 Studio, 68%, $9.7 million, Construction, 39, Lawrence, MA
3008, CompuGain, 68%, $33.6 million, IT Services, 139, Herndon, VA
3009, 1 Source Consulting, 68%, $223.2 million, IT Services, 110, Washington, DC
3010, Nerds On Call, 68%, $3.5 million, IT Services, 65, Redding, CA
3011, RNR Consulting, 68%, $4.9 million, Government Services, 23, Cleveland, OH
3012, Hargrove Engineers + Constructors, 68%, $38.3 million, Engineering, 374, Mobile, AL
3013, PointCross, 68%, $4.3 million, Software, 125, Foster City, CA
3014, Ptex Group, 68%, $3.5 million, Advertising & Marketing, 27, Brookyln, NY
3015, Formula, 68%, $9.1 million, Advertising & Marketing, 75, San Diego, CA
3016, Logic Planet, 68%, $10 million, IT Services, 130, Edison, NJ
3017, Dial800, 68%, $4 million, Advertising & Marketing, 23, Los Angeles, CA
3018, AmWINS Group, 68%, $327.5 million, Insurance, 1806, Charlotte, NC
3019, Mathnasium, 68%, $4.9 million, Education, 28, Los Angeles, CA
3020, OpenLink, 68%, $232.4 million, Software, 953, Uniondale, NY
3021, Ravi's Import Warehouse, 68%, $70.3 million, Consumer Products & Services, 40, Dallas, TX
3022, Aaron Oil Company, 67%, $46.2 million, Environmental Services, 116, Mobile, AL
3023, FedConcepts, 67%, $10.5 million, Government Services, 53, Stevensville, MD
