Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
4298, Bridge City Legal, 39%, $7.7 million, Business Products & Services, 133, Portland, OR
4299, Lebakkens of Wisconsin, 39%, $6.7 million, Retail, 59, Eau Claire, WI
4300, Arbor-Nomics Turf, 39%, $4.3 million, Consumer Products & Services, 52, Norcross, GA
4301, New South Restorations, 39%, $12.6 million, Construction, 80, Atlanta, GA
4302, Software Galaxy Systems, 39%, $4.3 million, IT Services, 40, Princeton, NJ
4303, Maui Wowi, 39%, $8.2 million, Food & Beverage, 11, Greenwood Village, CO
4304, Quest Solution, 39%, $13.9 million, IT Services, 24, Eugene, OR
4305, All About Travel, 39%, $97.4 million, Travel, 72, Mission, KS
4306, TalentQuest, 39%, $5.2 million, Human Resources, 36, Atlanta, GA
4307, Micro Solutions Enterprises, 39%, $81.7 million, Business Products & Services, 650, Van Nuys, CA
4308, TTC Innovations, 39%, $2.9 million, Business Products & Services, 2, Carlsbad, CA
4309, Synergetics DCS, 38%, $12.3 million, IT Services, 41, Starkville, MS
4310, Next Step Learning, 38%, $6.5 million, Education, 52, Alpharetta, GA
4311, HMH, 38%, $7 million, Advertising & Marketing, 55, Portland, OR
4312, Traffic Planning and Design, 38%, $14.8 million, Engineering, 120, Pottstown, PA
4313, Swiss Watch International, 38%, $50.1 million, Consumer Products & Services, 90, Hollywood, FL
4314, Barrack's Cater Inn, 38%, $2.2 million, Food & Beverage, 50, Peoria, IL
4315, ISO, 38%, $893.5 million, Business Products & Services, 3661, Jersey City, NJ
4316, Starmount Life Insurance, 38%, $47.4 million, Insurance, 141, Baton Rouge, LA
4318, The Dow Hotel Company, 38%, $4.2 million, Travel, 1484, Seattle, WA
4319, L. J. Hughes & Sons, 38%, $8.8 million, Energy, 58, Summersville, WV
4320, Brothers Air & Heat, 38%, $11.5 million, Construction, 62, Rock Hill, SC
4321, A-Three Services Agency, 38%, $3.3 million, Business Products & Services, 32, Northbrook, IL
4322, Timberline Acquisition, 38%, $3.2 million, Manufacturing, 25, Henderson, NC
4323, Mantz Automation, 38%, $16 million, Manufacturing, 88, Hartford, WI
4324, Vigon International, 38%, $37.4 million, Manufacturing, 55, East Stroudsburg, PA
4325, JRD Packaging and Industrial Supply, 38%, $3.8 million, Manufacturing, 8, Mount Joy, PA
4327, Applied Global Technologies, 38%, $32.4 million, Telecommunications, 101, Rockledge, FL
4328, Continuant, 38%, $16.6 million, Telecommunications, 171, Fife, WA
4329, Exhibitor Source, 38%, $5.1 million, Advertising & Marketing, 34, La Vergne, TN
4330, Steele Solutions, 38%, $13.2 million, Manufacturing, 52, Franklin, WI
4331, JBI Technologies, 38%, $5 million, Government Services, 36, Annapolis, MD
4332, Valera Global, 38%, $28.1 million, Logistics & Transportation, 87, Long Island City, NY
4333, WARE, 38%, $20.4 million, Construction, 77, Louisville, KY
4334, Companion Systems, 38%, $20.9 million, Manufacturing, 120, North Salt Lake, UT
4335, Jung Express, 38%, $7.6 million, Logistics & Transportation, 25, Milwaukee, WI
4336, Alice Ink, 38%, $18.1 million, Retail, 16, Delray Beach, FL
4337, Technical Innovations, 38%, $3.7 million, Manufacturing, 28, Brazoria, TX
4338, The Velez Corporation, 38%, $2.6 million, Consumer Products & Services, 45, New Orleans, LA
4339, CRAssociates, 38%, $76.7 million, Health, 1100, Newington, VA
4340, Productive Resources, 38%, $8.4 million, Engineering, 120, Columbus, IN
4341, Faye Pollack & Associates, 38%, $5.1 million, IT Services, 38, Encino, CA
4342, Quaker Steak & Lube, 38%, $17.8 million, Food & Beverage, 781, Sharon, PA
4343, Ritz Interactive, 38%, $30.3 million, Retail, 43, Irvine, CA
4344, Amity Insurance Agency, 38%, $4.1 million, Insurance, 36, Quincy, MA
4345, Pro Print, 38%, $5 million, Business Products & Services, 40, Duluth, MN
4346, Integrity Staffing Solutions, 37%, $81.1 million, Human Resources, 203, Wilmington, DE
4347, AvcomEast, 37%, $12 million, IT Services, 17, Vienna, VA
4348, Feeley & Driscoll, 37%, $27.3 million, Financial Services, 129, Boston, MA
4349, I.C. System, 37%, $79.5 million, Business Products & Services, 1030, St. Paul, MN
4350, Farrar Corporation, 37%, $24.1 million, Manufacturing, 160, Manhattan, KS
4351, DAV Productions, 37%, $6.8 million, Business Products & Services, 37, Las Vegas, NV
4352, Connecture, 37%, $25.5 million, Insurance, 137, Atlanta, GA
4353, International Fidelity Insurance, 37%, $118.9 million, Insurance, 167, Newark, NJ
4354, Innovative Office Solutions, 37%, $16.2 million, Business Products & Services, 47, Burnsville, MN
4355, Half Price Books, 37%, $194.5 million, Retail, 2321, Dallas, TX
4356, Groundwater & Environmental Services, 37%, $132.2 million, Environmental Services, 720, Neptune, NJ
4357, Executive Clothiers, 37%, $4.4 million, Retail, 25, Los Angeles, CA
4358, Gallup, 37%, $300.6 million, Business Products & Services, 2371, Omaha, NE
4359, Heateflex Corporation, 37%, $7.3 million, Manufacturing, 33, Arcadia, CA
4360, Engineered Specialty Products, 37%, $15.5 million, Manufacturing, 41, Kennesaw, GA
4361, DES Companies, 37%, $19.8 million, Human Resources, 97, Des Moines, IA
4362, Pentagroup Financial, 37%, $19.2 million, Financial Services, 321, Houston, TX
4363, Caribbean Food Delights, 37%, $18.3 million, Food & Beverage, 70, TAPPAN, NY
4364, e-IT Professionals, 37%, $6.1 million, IT Services, 47, Canton, MI
4365, Proforma Albrecht, 37%, $14.5 million, Business Products & Services, 20, Milford, OH
4366, Talan Products, 37%, $26.5 million, Manufacturing, 60, Cleveland, OH
4367, Executive Management Associates, 37%, $6.3 million, Business Products & Services, 32, Darnestown, MD
4368, Hire Quest, 37%, $72.2 million, Business Products & Services, 22, North Charleston, SC
4369, Clarke Health Care Products, 37%, $11.7 million, Health, 22, Oakdale, PA
4370, Airtrol Supply, 37%, $9.1 million, Construction, 25, Corpus Christi, TX
4371, JPL, 37%, $12.1 million, Advertising & Marketing, 100, Harrisburg, PA
4372, Shearer, 37%, $6.2 million, Government Services, 46, Huntsville, AL
4373, Daszkal Bolton, 37%, $14.4 million, Financial Services, 119, Boca Raton, FL
4374, Lopez Tax Service, 37%, $2 million, Financial Services, 17, Salinas, CA
4375, Healthcare Innovative Solutions, 36%, $4.1 million, Health, 21, Seville, OH
4376, Time Equities, 36%, $16 million, Real Estate, 135, New York, NY
4377, Baxa, 36%, $131 million, Health, 470, Englewood, CO
4378, StarTech.com, 36%, $26.9 million, Computer Hardware, 105, Lockbourne, OH
4379, Loffler Companies, 36%, $47.4 million, Business Products & Services, 280, Bloomington, MN
4380, Tri Rinse, 36%, $9.8 million, Environmental Services, 48, St. Louis, MO
4381, Urban Science, 36%, $82.6 million, Business Products & Services, 493, Detroit, MI
4382, Quantum Research International, 36%, $64.1 million, Government Services, 400, Huntsville, AL
4383, Global Lead Management Consulting, 36%, $11.3 million, Business Products & Services, 52, Cincinnati, OH
4384, Jimenez Custom Painting, 36%, $2.3 million, Construction, 36, Van Nuys, CA
4385, McGraw Wentworth, 36%, $11.7 million, Insurance, 66, Troy, MI
4386, Access Worldwide, 36%, $3.8 million, Logistics & Transportation, 17, Atlanta, GA
4387, Dashe & Thomson, 36%, $6.4 million, Education, 14, Minneapolis, MN
4388, Gateway Ticketing Systems, 36%, $15.2 million, Software, 101, Boyertown, PA
4389, Influent, 36%, $50.7 million, Business Products & Services, 1807, Dublin, OH
4390, Deegit, 36%, $8 million, IT Services, 50, Schaumburg, IL
4391, Logicor, 36%, $3.1 million, Software, 26, Mesa, AZ
4392, TrueNorth, 36%, $28 million, Insurance, 176, Cedar Rapids, IA
4393, Journal Publications, 35%, $12.5 million, Advertising & Marketing, 95, Harrisburg, PA
4394, Lowenstein Sandler, 35%, $179.7 million, Business Products & Services, 583, Roseland, NJ
4395, The Richardson Group, 35%, $27.1 million, Education, 140, Philadelphia, PA
4396, Cell Business Equipment, 35%, $14 million, Business Products & Services, 64, Irvine, CA
4397, Optima Technology Partners, 35%, $9.5 million, IT Services, 45, Denville, NJ
4398, CareerLink, 35%, $6.2 million, Human Resources, 20, Dallas, TX
4399, Click4Care, 35%, $11.4 million, Health, 67, Powell, OH
4400, Astreya Partners, 35%, $18.4 million, IT Services, 136, Santa Clara, CA
4401, Consolidated Office Systems, 35%, $5.4 million, Business Products & Services, 36, San Antonio, TX
4402, Control Cable, 35%, $8.8 million, Manufacturing, 53, Baltimore, MD
4403, Innovative Computing Systems, 35%, $6.5 million, IT Services, 24, Torrance, CA
4404, David Kurlan & Associates, 35%, $2.3 million, Business Products & Services, 13, Westboro, MA
4405, Facility Wizard Software, 35%, $2.7 million, Software, 18, Chicago, IL
4406, Network International, 35%, $7.4 million, Energy, 31, Houston, TX
4407, CB Richard Ellis/Louisville, 35%, $5 million, Real Estate, 17, Louisville, KY
4408, Holiday Signs, 35%, $5.6 million, Business Products & Services, 32, Chester, VA
4409, Senske Lawn & Tree Care, 35%, $19.4 million, Construction, 300, Kennewick, WA
4410, Cambridge Home Health Care, 35%, $31.1 million, Health, 1, Akron, OH
4411, Preferred Care Partners, 35%, $305.1 million, Health, 327, Miami, FL
4412, FreightCenter.com, 35%, $11.1 million, Logistics & Transportation, 47, Trinity, FL
4413, N.P. Construction of North Florida, 35%, $3.2 million, Construction, 6, Jacksonville, FL
4414, by boe, 35%, $2.4 million, Consumer Products & Services, 12, new york, NY
4415, Video Gaming Technologies, 35%, $199.3 million, Consumer Products & Services, 440, Brentwood, TN
4416, Ace Underwriting Group, 35%, $8.9 million, Insurance, 16, Plantation, FL
4417, COCC, 35%, $59.5 million, IT Services, 372, Avon, CT
4418, Lancaster County Timber Frames, 35%, $2.5 million, Construction, 17, Lititz, PA
4419, Horizon Technology, 35%, $5.8 million, Manufacturing, 31, Salem, NH
4420, Valley Network Solutions, 34%, $3.9 million, IT Services, 25, Fresno, CA
4421, Systems Integration & Development, 34%, $11.3 million, Government Services, 140, Rockville, MD
4422, Market America, 34%, $282.8 million, Retail, 550, Greensboro, NC
4423, deb Construction, 34%, $42.8 million, Construction, 49, Anaheim, CA
4424, Atlas Oil, 34%, $1.2 billion, Energy, 250, Taylor, MI
4425, Universal Accounting Center, 34%, $5 million, Education, 40, Salt Lake City, UT
4426, GeoLearning, 34%, $29.1 million, Business Products & Services, 200, West Des Moines, IA
4427, Amthor International, 34%, $14.5 million, Manufacturing, 75, Gretna, VA
4428, Southland Steel & Supply, 34%, $8.1 million, Business Products & Services, 11, Houma, LA
4429, InCircuit Development, 34%, $2 million, Software, 13, Austin, TX
4430, PS Furniture, 34%, $18.1 million, Manufacturing, 75, Milwaukee, WI
4431, Rincon Consultants, 34%, $9 million, Environmental Services, 56, Ventura, CA
4432, McDonald Marketing, 34%, $2.2 million, Advertising & Marketing, 21, Dallas, TX
4433, Spectra Products, 34%, $19 million, Advertising & Marketing, 18, Johnson City, NY
4434, New York's Little Elves, 34%, $3.4 million, Business Products & Services, 50, New York, NY
4435, Eco-Chic Consignments, 34%, $11.3 million, Retail, 112, Phoenix, AZ
4436, LeRoy Plastics, 34%, $3.5 million, Manufacturing, 46, LeRoy, NJ
4437, Checkerboard, 34%, $15 million, Consumer Products & Services, 174, West Boylston, MA
4438, eLove, 34%, $18.1 million, Consumer Products & Services, 150, Norwell, MA
4439, NetEffects, 34%, $31.6 million, IT Services, 242, Chesterfield, MO
4440, AvenueWest Corporate Housing, 34%, $5 million, Real Estate, 10, Denver, CO
4441, InfoSol, 33%, $7.6 million, Software, 46, Phoenix, AZ
4442, Willard Bishop, 33%, $5.3 million, Food & Beverage, 22, Barrington, IL
4443, Amnet Technology Solutions, 33%, $3.6 million, IT Services, 20, Stamford, CT
4444, Air Royale International, 33%, $24 million, Logistics & Transportation, 9, Los Angeles, CA
4445, Kingston Technology, 33%, $4 billion, Computer Hardware, 4500, Fountain Valley, CA
4446, Tony's Construction, 33%, $4.5 million, Construction, 40, Tuscon, AZ
4447, Cold Jet, 33%, $25.6 million, Manufacturing, 102, Loveland, OH
4448, Tenmast Software, 33%, $6.3 million, Software, 60, Lexington, KY
4449, RMI, 33%, $33.7 million, Logistics & Transportation, 116, Atlanta, GA
4450, Starpoint Solutions, 33%, $83.2 million, IT Services, 700, New York, NY
4451, Premier Staffing, 33%, $6.3 million, Human Resources, 17, San Francisco, CA
4452, ITWC, 33%, $26.7 million, Manufacturing, 56, Malcom, IA
4453, iplacement, 33%, $12.5 million, Human Resources, 20, Orlando, FL
4454, ABNA Engineering, 33%, $6.6 million, Engineering, 73, St. Louis, MO
4455, Joseph C. Woodard Printing, 33%, $2.9 million, Business Products & Services, 22, Raleigh, NC
4456, Quality Steel Fabrication, 33%, $2.2 million, Manufacturing, 21, Sidney, OH
4457, QPS Employment Group, 33%, $85 million, Human Resources, 207, Brookfield, WI
4458, All Access Staging & Productions, 33%, $8.8 million, Business Products & Services, 55, Torance, CA
4459, Moonlight Mailing and Printing, 33%, $4.4 million, Business Products & Services, 24, Bend, OR
4460, Phoenix Pipelines, 33%, $20.7 million, Construction, 88, Phoenix, AZ
4461, Miller Logistics, 33%, $15.6 million, Logistics & Transportation, 21, West Bend, IA
4462, Cynergies Consulting, 33%, $8.7 million, IT Services, 72, Highland Heights, OH
4463, TMI Electric, 33%, $5.7 million, Construction, 50, Cincinnati, OH
4464, International WIN, 33%, $2.1 million, Health, 10, Kennett Square, PA
4465, M Financial Group, 33%, $990.9 million, Insurance, 150, Portland, OR
4466, Spectra Electrical Services, 33%, $18.8 million, Construction, 92, Tempe, AZ
4467, Sales Graphics, 33%, $2.2 million, Advertising & Marketing, 15, New York, NY
4468, Shop Equipment, 33%, $2.4 million, Business Products & Services, 10, Tigard, OR
4469, Purcell Systems, 33%, $86.9 million, Telecommunications, 160, Spokane Valley, WA
4470, ESW Partners, 32%, $34.6 million, Advertising & Marketing, 45, Chicago, IL
4471, Tastefully Simple, 32%, $124.4 million, Food & Beverage, 365, Alexandria, MN
4472, Fulghum MacIndoe & Associates, 32%, $2.2 million, Engineering, 15, Knoxville, TN
4473, Environmental Dynamics, 32%, $24.3 million, Environmental Services, 105, Columbia, MO
4474, Advocate Media, 32%, $2.7 million, Media, 17, Dallas, TX
4475, dreamGEAR, 32%, $35.8 million, Consumer Products & Services, 63, Torrance, CA
4476, A M Logistics, 32%, $8.3 million, Logistics & Transportation, 30, ST. CHARLES, MO
4477, Body Basics Fitness Equipment, 32%, $2.4 million, Retail, 12, Omaha, NE
4478, Oil City Iron Works, 32%, $35 million, Manufacturing, 201, Corsicana, TX
4479, Sy.Med Development, 32%, $2.9 million, Health, 20, Brentwood, TN
4480, Annese & Associates, 32%, $48.8 million, Telecommunications, 75, Herkimer, NY
4481, Master Machine, 32%, $2.1 million, Manufacturing, 14, Chattanooga, TN
4482, Roxbury Technology, 32%, $14.6 million, Business Products & Services, 42, Jamaica Plain, MA
4483, Greenberg, 32%, $8 million, Advertising & Marketing, 22, Emeryville, CA
4484, Ques Industries, 32%, $5.9 million, Manufacturing, 18, Cleveland, OH
4485, Midwest Industrial Supply, 32%, $18.4 million, Environmental Services, 71, Canton, OH
4486, Aqua, 32%, $7.1 million, Construction, 42, Easton, MD
4487, Clearwater Landscape Contractors, 32%, $7.8 million, Construction, 67, Ijamsville, MD
4488, Comprehensive Energy Services, 32%, $23.3 million, Construction, 135, Longwood, FL
4489, Providge Consulting, 32%, $3.9 million, IT Services, 16, Wilmington, DE
4490, Outside Heating, 31%, $1.4 million, Retail, 8, Rocky Mount, VA
4491, Synergic Solutions, 31%, $5.1 million, IT Services, 50, Chelmsford, MA
4492, TAB India Amsum and Ash, 31%, $46 million, Construction, 1200, Minneapolis, MN
4493, Summit Products, 31%, $27.2 million, Consumer Products & Services, 24, Birmingham, AL
4494, Clinical Research Management, 31%, $21.6 million, Health, 186, Hinckley, OH
4495, Stream Realty Partners, 31%, $16 million, Real Estate, 272, Dallas, TX
4496, ICC, 31%, $44.2 million, IT Services, 405, Columbus, OH
4497, PCO, 31%, $27.7 million, Manufacturing, 65, Liberty Lake, WA
4498, All Phase Security, 31%, $7.2 million, Security, 275, West Sacramento, CA
4499, EZ Grout, 31%, $8.1 million, Manufacturing, 28, Waterford, OH
4500, Harbinger Partners, 31%, $12.6 million, IT Services, 64, St. Paul, MN
4501, American Technologies, 31%, $88 million, Environmental Services, 600, Orange, CA
4502, Chicago Apartment Finders, 31%, $5.3 million, Real Estate, 100, Chicago, IL
4503, P. A. Hutchison, 31%, $23.6 million, Media, 148, Mayfield, PA
4504, Gateway Group One, 31%, $76.4 million, Security, 4200, Newark, NJ
4505, International Solutions Group, 31%, $3.2 million, IT Services, 140, Herndon, VA
4506, Standard Forwarding, 31%, $79.3 million, Logistics & Transportation, 508, East Moline, IL
4507, ArtisTree Landscape Maintenance & Design, 31%, $13.5 million, Environmental Services, 260, Venice, FL
4508, Architectural Flooring Resource, 31%, $16.8 million, Construction, 20, New York, NY
4509, Defran Systems, 31%, $3.8 million, Software, 23, New York, NY
4510, Horan Construction, 31%, $5.4 million, Construction, 14, Peoria, IL
4511, Conundrum Technologies, 31%, $4.2 million, Manufacturing, 25, Denver, CO
4512, Enerphase Industrial Solutions, 30%, $15.6 million, Manufacturing, 63, Greensboro, NC
4513, QSACK & Associates, 30%, $5.2 million, IT Services, 53, Arlington, VA
4514, Hire Dynamics, 30%, $40.5 million, Human Resources, 85, Duluth, GA
4515, Advantage Data, 30%, $6.2 million, Financial Services, 19, Boston, MA
4516, Just The Right Stuff, 30%, $4.3 million, Business Products & Services, 14, Syracuse, NY
4517, Nicolet Plastics, 30%, $8 million, Manufacturing, 76, Mountain, WI
4518, American Tire Distributors, 30%, $2 billion, Consumer Products & Services, 2150, Huntersville, NC
4519, GL Group, 30%, $33.5 million, Education, 211, Saint Louis, MO
4520, Apple Rock, 30%, $12.5 million, Advertising & Marketing, 38, Greensboro, NC
4521, Synergy Solutions, 30%, $21.5 million, Business Products & Services, 1200, Scottsdale, AZ
4522, Youngsoft, 30%, $15.2 million, IT Services, 128, Wixom, MI
4523, Inkjet International, 30%, $7.2 million, Business Products & Services, 29, Dallas, TX
4524, PromoShop, 30%, $31.3 million, Business Products & Services, 76, Los Angeles, CA
4525, Avondale Partners, 30%, $22.3 million, Financial Services, 91, Nashville, TN
4526, Robert Rothschild Farm, 30%, $20.6 million, Food & Beverage, 102, Urbana, OH
4527, BPO Systems, 30%, $2.7 million, IT Services, 50, Walnut Creek, CA
4528, Getzs, 29%, $7.7 million, Retail, 51, Marquette, MI
4529, Air Serv, 29%, $151.2 million, Logistics & Transportation, 5200, Atlanta, GA
4530, Saveology.com, 29%, $74.3 million, Advertising & Marketing, 350, Margate, FL
4531, Just My Shopping, 29%, $2 million, Retail, 7, New York, NY
4532, Newsways Services, 29%, $32.8 million, Media, 180, Los Angeles, CA
4533, Garvey's Office Products, 29%, $25.5 million, Business Products & Services, 73, Niles, IL
4534, Kilop USA, 29%, $26.3 million, Business Products & Services, 7, High Point, NC
4535, Cal-Tex Protective Coatings, 29%, $34.8 million, Manufacturing, 90, Schertz, TX
4536, Ridgeway Pharmacy, 29%, $20.3 million, Health, 32, Victor, MT
4537, Hardy Diagnostics, 29%, $24.3 million, Health, 190, Santa Maria, CA
4538, Excalibur Technology, 29%, $3.6 million, IT Services, 28, Barrington, IL
4539, firstPRO Inc., 29%, $34.6 million, Human Resources, 128, Atlanta, GA
4540, World Testing, 29%, $2.6 million, Business Products & Services, 28, Mount Juliet, TN
4541, Environmental Fire Protection, 29%, $25.7 million, Security, 140, Marlboro, MA
4542, Precision Color Digital Imaging, 29%, $3.2 million, Business Products & Services, 22, Las Vegas, NV
4543, Eriksen Translations, 29%, $5.3 million, Business Products & Services, 36, Brooklyn, NY
4544, National Energy Control, 29%, $3.5 million, Health, 38, Cincinnati, OH
4545, Denihan Hospitality Group, 28%, $206.4 million, Travel, 1485, New York, NY
4546, A&C Plastics, 28%, $21.6 million, Construction, 40, Houston, TX
4547, Court Square Group, 28%, $11.2 million, Business Products & Services, 69, Springfield, MA
4548, Marsh Construction, 28%, $6.1 million, Construction, 4, Rochester, NY
4549, Opes Advisors, 28%, $5.5 million, Financial Services, 49, Palo Alto, CA
4550, Elipticon Wood Products, 28%, $2.2 million, Construction, 21, Little Chute, WI
4551, Surefoot, 28%, $16.7 million, Retail, 185, Park City, UT
4552, ProV International, 28%, $12.1 million, IT Services, 300, Tampa, FL
4553, Kruse Worldwide Courier, 28%, $5.4 million, Logistics & Transportation, 55, Fort Wayne, IN
4554, Telaid Industries, 28%, $46.8 million, IT Services, , Niantic, CT
4555, iTech Solutions, 28%, $7.2 million, IT Services, 47, Farmington, CT
4556, KaTom Restaurant Supply, 28%, $12.6 million, Retail, 31, Russellville, TN
4557, Regal Car Sales and Credit, 28%, $41.6 million, Retail, 84, Tulsa, OK
4558, R.J. Throckmorton Distributing, 28%, $7.2 million, Consumer Products & Services, 8, Eureka, MO
4559, Regitar USA, 28%, $23.1 million, Manufacturing, 31, Montgomery, AL
4560, Industrial Control Repair, 28%, $31.8 million, Manufacturing, 135, Warren, MI
4561, Corporate Environmental Advisors, 28%, $11.4 million, Environmental Services, 76, West Boylston, MA
4562, Lodestar Consulting, 28%, $20.1 million, IT Services, 35, Langhorne, PA
4563, Bankers Business Management Services, 28%, $9 million, Government Services, 134, Silver Spring, MD
4564, DB Aviation, 28%, $55.4 million, Logistics & Transportation, 110, Waukegan, IL
4565, The Ken Blanchard Companies, 28%, $57.7 million, Business Products & Services, 325, Escondido, CA
4566, Nadler Modular Structures, 28%, $5.6 million, Construction, 6, Spring Valley, NY
4567, iQor, 28%, $344.9 million, Business Products & Services, 9500, New York, NY
4568, 2daysBATH, 27%, $3.8 million, Construction, 55, Wilmington, DE
4569, LearnQuest, 27%, $5.1 million, Education, 23, Bala Cynwyd, PA
4570, Ideastream Consumer Products, 27%, $17.5 million, Consumer Products & Services, 11, Cleveland, OH
4571, Sullivan, 27%, $9.2 million, Advertising & Marketing, 37, New York, NY
4572, Viscom International, 27%, $18 million, Telecommunications, 21, Atlanta, GA
4573, Environmental Standards, 27%, $8.7 million, Environmental Services, 60, Valley Forge, PA
4574, High Real Estate Group, 27%, $207.8 million, Real Estate, 654, Lancaster, PA
4575, Velleman, 27%, $3.4 million, Consumer Products & Services, 25, Fort Worth, TX
4576, JLE Manufacturing, 27%, $4.7 million, Construction, 34, Apache Junction, AZ
4577, Vormittag Associates, 27%, $24.9 million, Software, 128, Ronkonkoma, NY
4578, PMI, 27%, $77.4 million, Consumer Products & Services, 155, Seattle, WA
4579, Beauty Encounter, 27%, $18.7 million, Retail, 18, Huntington Beach, CA
4580, Radiometric Services and Instruments, 27%, $5.7 million, Manufacturing, 67, Buckeystown, MD
4581, Exhibit Edge, 27%, $3.1 million, Business Products & Services, 15, Chantilly, VA
4582, Central Packaging, 27%, $4 million, Business Products & Services, 11, Kansas City, KS
4583, Global Business Centers, 27%, $2.2 million, Business Products & Services, 13, Beverly Hills, CA
4584, Jefferson Bank, 27%, $9.3 million, Financial Services, 240, San Antonio, TX
4585, Cranial Technologies, 27%, $18.1 million, Health, 147, Tempe, AZ
4586, Tele Resources, 27%, $4.3 million, Consumer Products & Services, 200, Duluth, MN
4587, Precision Laser Services, 27%, $3 million, Manufacturing, 30, Fort Wayne, IN
4588, Print Resources, 27%, $3 million, Business Products & Services, 11, Indianapolis, IN
4589, Vanguard Media Group, 27%, $3.5 million, Advertising & Marketing, 16, Salt Lake City, UT
4590, Woodruff-Sawyer, 27%, $61.2 million, Insurance, 283, San Francisco, CA
4591, Fisher's Document Systems, 26%, $7.3 million, Business Products & Services, 47, Boise, ID
4592, Teddy's Transportation System, 26%, $4.1 million, Logistics & Transportation, 50, Norwalk, CT
4593, Colony Heating & Air Conditioning, 26%, $11.4 million, Energy, 65, Cedar Rapids, IA
4594, MVP Laboratories, 26%, $6.4 million, Health, 38, Omaha, NE
4595, NESI, 26%, $21.1 million, Education, 900, Salem, MA
4596, Innovative Picking Technologies, 26%, $4.7 million, Manufacturing, 37, Ixonia, WI
4597, Tyga-Box Systems, 26%, $2.2 million, Business Products & Services, 13, New York, NY
4598, Great Lakes Wire & Cable, 26%, $11.5 million, Manufacturing, 31, Warren, MI
4599, Beldon Enterprises, 26%, $75.1 million, Construction, 500, San Antonio, TX
4600, Learning Evolution, 26%, $2.1 million, Business Products & Services, 20, El Cajon, CA
4601, CCS Presentation Systems, 26%, $41.1 million, Business Products & Services, 110, Scottsdale, AZ
4602, El Pollo Loco, 26%, $298.9 million, Food & Beverage, 4188, Costa Mesa, CA
4603, Inspec Tech, 26%, $6.1 million, Manufacturing, 23, Valley Head, AL
4604, Wolcott Architecture Interiors, 26%, $8.1 million, Consumer Products & Services, 50, Culver City, CA
4605, General Nutrition Centers, 26%, $1.7 billion, Health, 13236, Pittsburgh, PA
4606, Hy-Vee, 26%, $6.2 billion, Food & Beverage, 52152, West Des Moines, IA
4607, Quick International Courier, 26%, $139.9 million, Business Products & Services, 600, Jamaica, NY
4608, Lincoln Savings Bank, 26%, $31.4 million, Financial Services, 167, Reinbeck, IA
4609, Velocity Print Solutions, 25%, $20.9 million, Manufacturing, 183, Scotia, NY
4610, Hawkeye, 25%, $68.9 million, Advertising & Marketing, 335, Dallas, TX
4611, Family Allergy and Asthma, 25%, $12.9 million, Health, 85, Louisville, KY
4612, PrintFlex Graphics, 25%, $6.1 million, Manufacturing, 24, St. Louis, MO
4613, High Industries, 25%, $446.5 million, Business Products & Services, 1638, Lancaster, PA
4614, Liberty Pumps, 25%, $32.2 million, Manufacturing, 90, Bergen, NY
4615, Chroma Technology, 25%, $22.1 million, Manufacturing, 90, Bellows Falls, VT
4616, Mediamail Packaging & Fulfillment Services, 25%, $17.7 million, Business Products & Services, 119, Lebanon, TN
4617, Fidelity Technologies, 25%, $45.4 million, Government Services, 450, Reading, PA
4618, Haskel Trading, 25%, $38.8 million, Consumer Products & Services, 45, West Babylon, NY
4619, Akima Management Services, 25%, $190.2 million, Government Services, 2872, Charlotte, NC
4620, Qosina, 25%, $27.1 million, Health, 92, Edgewood, NY
4621, Bennett Landscape, 25%, $6 million, Construction, 110, Harbor City, CA
4622, Hy-Tek Material Handling, 25%, $53.6 million, Business Products & Services, 110, Columbus, OH
4623, Stride, 25%, $8.4 million, Business Products & Services, 30, Albuquerque, NM
4624, hrQ, 25%, $3.4 million, Human Resources, 12, Denver, CO
4625, Second To None, 24%, $7.1 million, Business Products & Services, 80, Ann Arbor, MI
4626, L C Rail Logistics, 24%, $17.9 million, Logistics & Transportation, 11, Overland Park, KS
4627, AKA Media, 24%, $2.7 million, Media, 10, Chicago, IL
4628, recoupIT, 24%, $6.8 million, Computer Hardware, 7, Mechanicsburg, PA
4629, Club One, 24%, $77 million, Health, 2600, San Francisco, CA
4630, USA Financial Services, 24%, $11.3 million, Financial Services, 30, Lake Success, NY
4631, Dymax, 24%, $35.2 million, Manufacturing, 165, Torrington, CT
4632, Bay Area Economics, 24%, $5.1 million, Real Estate, 24, Emeryville, CA
4633, All Marine Spares International, 24%, $3.8 million, Business Products & Services, 8, Stamford, CT
4634, Yantis, 24%, $92.6 million, Construction, 544, San Antonio, TX
4635, Celedinas Insurance Group, 24%, $10.2 million, Insurance, 90, Palm Beach Gardens, FL
4636, AllTek Holdings, 24%, $9 million, Human Resources, 16, Pittsburgh, PA
4637, Associated Material Handling Industries, 24%, $140.8 million, Logistics & Transportation, 378, Addison, IL
4638, Emdeon, 24%, $853.6 million, Health, 2300, Nashville, TN
4639, Santa Barbara Catering, 24%, $4 million, Food & Beverage, 75, Tempe, AZ
4641, Polysonics, 24%, $3.3 million, Engineering, 38, Warrenton, VA
4642, Corporate Travel Solutions, 24%, $4.5 million, Travel, 67, St. Paul, MN
